base_image,expected_species_id,mode,perturbation,family,raw_top1_label,raw_top1_score,raw_top2_label,raw_top2_score,margin,mapped_top1_kb_id,mapped_top3_kb_ids,in_vocab,route,confident_wrong,latency_ms,failure
dracaena-trifasciata,dracaena-trifasciata,tta6,bright_up,brightness,Snake plant (Sanseviera),0.8872,Dracaena,0.1116,0.7756,dracaena-trifasciata,"dracaena-trifasciata|dracaena|tradescantia",true,high-conf,false,157,
dracaena-trifasciata,dracaena-trifasciata,grid2x2,bright_up,brightness,Snake plant (Sanseviera),0.8874,Dracaena,0.0670,0.8204,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,233,
dracaena-trifasciata,dracaena-trifasciata,grid2x2_3x3,bright_up,brightness,Snake plant (Sanseviera),0.8879,ZZ Plant (Zamioculcas zamiifolia),0.0526,0.8354,dracaena-trifasciata,"dracaena-trifasciata|zamioculcas-zamiifolia|dracaena",true,high-conf,false,697,
dracaena-trifasciata,dracaena-trifasciata,tta6,bright_down,brightness,Snake plant (Sanseviera),0.9282,Dracaena,0.0718,0.8564,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,156,
dracaena-trifasciata,dracaena-trifasciata,grid2x2,bright_down,brightness,Snake plant (Sanseviera),0.8591,Aloe Vera,0.0978,0.7613,dracaena-trifasciata,"dracaena-trifasciata|aloe-vera|dracaena",true,high-conf,false,275,
dracaena-trifasciata,dracaena-trifasciata,grid2x2_3x3,bright_down,brightness,Snake plant (Sanseviera),0.8667,ZZ Plant (Zamioculcas zamiifolia),0.0524,0.8143,dracaena-trifasciata,"dracaena-trifasciata|zamioculcas-zamiifolia|aloe-vera",true,high-conf,false,332,
dracaena-trifasciata,dracaena-trifasciata,tta6,contrast_up,contrast,Snake plant (Sanseviera),0.8334,Dracaena,0.1666,0.6667,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,102,
dracaena-trifasciata,dracaena-trifasciata,grid2x2,contrast_up,contrast,Snake plant (Sanseviera),0.8978,Dracaena,0.1000,0.7978,dracaena-trifasciata,"dracaena-trifasciata|dracaena|aloe-vera",true,high-conf,false,195,
dracaena-trifasciata,dracaena-trifasciata,grid2x2_3x3,contrast_up,contrast,Snake plant (Sanseviera),0.8909,Dracaena,0.0526,0.8383,dracaena-trifasciata,"dracaena-trifasciata|dracaena|zamioculcas-zamiifolia",true,high-conf,false,446,
dracaena-trifasciata,dracaena-trifasciata,tta6,contrast_down,contrast,Snake plant (Sanseviera),0.9997,Dracaena,0.0001,0.9996,dracaena-trifasciata,"dracaena-trifasciata|dracaena|tradescantia",true,high-conf,false,119,
dracaena-trifasciata,dracaena-trifasciata,grid2x2,contrast_down,contrast,Snake plant (Sanseviera),0.9025,Ponytail Palm (Beaucarnea recurvata),0.0790,0.8235,dracaena-trifasciata,"dracaena-trifasciata|beaucarnea-recurvata|aloe-vera",true,high-conf,false,271,
dracaena-trifasciata,dracaena-trifasciata,grid2x2_3x3,contrast_down,contrast,Snake plant (Sanseviera),0.8960,ZZ Plant (Zamioculcas zamiifolia),0.0523,0.8437,dracaena-trifasciata,"dracaena-trifasciata|zamioculcas-zamiifolia|beaucarnea-recurvata",true,high-conf,false,369,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,clean,clean,Snake plant (Sanseviera),0.9950,Chinese evergreen (Aglaonema),0.0050,0.9900,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|zamioculcas-zamiifolia",true,high-conf,false,147,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,clean,clean,Snake plant (Sanseviera),0.9970,Chinese evergreen (Aglaonema),0.0030,0.9940,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|zamioculcas-zamiifolia",true,high-conf,false,296,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,clean,clean,Snake plant (Sanseviera),0.8932,Daffodils (Narcissus spp.),0.0525,0.8407,dracaena-trifasciata,"dracaena-trifasciata|alocasia|goeppertia-orbifolia",true,high-conf,false,369,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,blur,blur,Snake plant (Sanseviera),0.6383,Ctenanthe,0.2745,0.3638,dracaena-trifasciata,"dracaena-trifasciata|ctenanthe|epipremnum-aureum",true,high-conf,false,120,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,blur,blur,Snake plant (Sanseviera),0.6837,Ctenanthe,0.1660,0.5178,dracaena-trifasciata,"dracaena-trifasciata|ctenanthe|chamaedorea-elegans",true,high-conf,false,260,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,blur,blur,Snake plant (Sanseviera),0.5858,Ctenanthe,0.1132,0.4726,dracaena-trifasciata,"dracaena-trifasciata|ctenanthe|asparagus-setaceus",true,high-conf,false,570,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,crop_center_zoom,crop,Snake plant (Sanseviera),0.9999,Chinese evergreen (Aglaonema),0.0001,0.9998,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|epipremnum-aureum",true,high-conf,false,145,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,crop_center_zoom,crop,Snake plant (Sanseviera),0.9999,Chinese evergreen (Aglaonema),0.0001,0.9999,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|ctenanthe",true,high-conf,false,171,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,crop_center_zoom,crop,Snake plant (Sanseviera),0.9415,Tradescantia,0.0246,0.9170,dracaena-trifasciata,"dracaena-trifasciata|tradescantia|dionaea-muscipula",true,high-conf,false,550,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,crop_offcenter_zoom,crop,Snake plant (Sanseviera),0.6875,Chinese evergreen (Aglaonema),0.3089,0.3787,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|alocasia",true,high-conf,false,133,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,crop_offcenter_zoom,crop,Snake plant (Sanseviera),0.7125,Chinese evergreen (Aglaonema),0.1853,0.5272,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|hedera-helix",true,high-conf,false,264,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,crop_offcenter_zoom,crop,Snake plant (Sanseviera),0.8320,Chinese evergreen (Aglaonema),0.0975,0.7345,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|chamaedorea-elegans",true,high-conf,false,360,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,rotate_+15,rotate,Snake plant (Sanseviera),0.9888,Chinese evergreen (Aglaonema),0.0107,0.9782,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|epipremnum-aureum",true,high-conf,false,110,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,rotate_+15,rotate,Snake plant (Sanseviera),0.9933,Chinese evergreen (Aglaonema),0.0064,0.9869,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|epipremnum-aureum",true,high-conf,false,193,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,rotate_+15,rotate,Snake plant (Sanseviera),0.8508,Tradescantia,0.0486,0.8022,dracaena-trifasciata,"dracaena-trifasciata|tradescantia|schlumbergera-bridgesii",true,high-conf,false,337,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,rotate_-15,rotate,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,0.9999,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|alocasia",true,high-conf,false,103,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,rotate_-15,rotate,Snake plant (Sanseviera),0.9998,Chinese evergreen (Aglaonema),0.0001,0.9997,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|tradescantia",true,high-conf,false,180,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,rotate_-15,rotate,Snake plant (Sanseviera),0.8771,Elephant Ear (Alocasia spp.),0.0526,0.8245,dracaena-trifasciata,"dracaena-trifasciata|alocasia|yucca",true,high-conf,false,421,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,rotate_+90,rotate,Snake plant (Sanseviera),0.8288,Chinese evergreen (Aglaonema),0.1666,0.6622,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|epipremnum-aureum",true,high-conf,false,116,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,rotate_+90,rotate,Snake plant (Sanseviera),0.7706,Chinese evergreen (Aglaonema),0.1272,0.6434,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dionaea-muscipula",true,high-conf,false,227,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,rotate_+90,rotate,Snake plant (Sanseviera),0.6648,Venus Flytrap,0.0994,0.5654,dracaena-trifasciata,"dracaena-trifasciata|dionaea-muscipula|aglaonema",true,high-conf,false,468,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,rotate_-90,rotate,Snake plant (Sanseviera),0.7859,Chinese evergreen (Aglaonema),0.2132,0.5727,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|epipremnum-aureum",true,high-conf,false,105,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,rotate_-90,rotate,Snake plant (Sanseviera),0.8146,Chinese evergreen (Aglaonema),0.1672,0.6474,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|alocasia",true,high-conf,false,184,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,rotate_-90,rotate,Snake plant (Sanseviera),0.6652,Christmas Cactus (Schlumbergera bridgesii),0.0959,0.5693,dracaena-trifasciata,"dracaena-trifasciata|schlumbergera-bridgesii|aglaonema",true,high-conf,false,400,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,bright_up,brightness,Snake plant (Sanseviera),0.9970,Chinese evergreen (Aglaonema),0.0030,0.9940,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|zamioculcas-zamiifolia",true,high-conf,false,120,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,bright_up,brightness,Snake plant (Sanseviera),0.9982,Chinese evergreen (Aglaonema),0.0018,0.9964,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|ctenanthe",true,high-conf,false,207,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,bright_up,brightness,Snake plant (Sanseviera),0.8944,Asparagus Fern (Asparagus setaceus),0.0519,0.8425,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|goeppertia-orbifolia",true,high-conf,false,385,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,bright_down,brightness,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|zamioculcas-zamiifolia",true,high-conf,false,129,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,bright_down,brightness,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|ctenanthe",true,high-conf,false,198,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,bright_down,brightness,Snake plant (Sanseviera),0.8947,Daffodils (Narcissus spp.),0.0526,0.8421,dracaena-trifasciata,"dracaena-trifasciata|goeppertia-orbifolia|schlumbergera-bridgesii",true,high-conf,false,372,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,contrast_up,contrast,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|zamioculcas-zamiifolia",true,high-conf,false,117,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,contrast_up,contrast,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|ctenanthe",true,high-conf,false,221,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,contrast_up,contrast,Snake plant (Sanseviera),0.8948,Daffodils (Narcissus spp.),0.0526,0.8422,dracaena-trifasciata,"dracaena-trifasciata|goeppertia-orbifolia|schlumbergera-bridgesii",true,high-conf,false,356,
dracaena-trifasciata__01,dracaena-trifasciata,tta6,contrast_down,contrast,Snake plant (Sanseviera),0.9300,Chinese evergreen (Aglaonema),0.0700,0.8600,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|epipremnum-aureum",true,high-conf,false,157,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2,contrast_down,contrast,Snake plant (Sanseviera),0.9579,Chinese evergreen (Aglaonema),0.0420,0.9159,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|zamioculcas-zamiifolia",true,high-conf,false,249,
dracaena-trifasciata__01,dracaena-trifasciata,grid2x2_3x3,contrast_down,contrast,Snake plant (Sanseviera),0.8731,Calathea,0.0467,0.8264,dracaena-trifasciata,"dracaena-trifasciata|goeppertia-orbifolia|aglaonema",true,high-conf,false,474,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,clean,clean,Snake plant (Sanseviera),0.9999,Chinese evergreen (Aglaonema),0.0001,0.9999,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,114,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,clean,clean,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,0.9999,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,289,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,clean,clean,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,374,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,blur,blur,Snake plant (Sanseviera),0.9791,Calathea,0.0209,0.9582,dracaena-trifasciata,"dracaena-trifasciata|goeppertia-orbifolia|dieffenbachia",true,high-conf,false,114,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,blur,blur,Snake plant (Sanseviera),0.9807,Calathea,0.0125,0.9682,dracaena-trifasciata,"dracaena-trifasciata|goeppertia-orbifolia|strelitzia-reginae",true,high-conf,false,206,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,blur,blur,Snake plant (Sanseviera),0.8183,Jade plant (Crassula ovata),0.0650,0.7533,dracaena-trifasciata,"dracaena-trifasciata|crassula-ovata|goeppertia-orbifolia",true,high-conf,false,318,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,crop_center_zoom,crop,Snake plant (Sanseviera),0.9942,Chinese evergreen (Aglaonema),0.0058,0.9884,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,109,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,crop_center_zoom,crop,Snake plant (Sanseviera),0.9965,Chinese evergreen (Aglaonema),0.0035,0.9930,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|begonia",true,high-conf,false,205,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,crop_center_zoom,crop,Snake plant (Sanseviera),0.8952,Asparagus Fern (Asparagus setaceus),0.0518,0.8434,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|spathiphyllum-wallisii",true,high-conf,false,333,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,crop_offcenter_zoom,crop,Snake plant (Sanseviera),0.9996,Chinese evergreen (Aglaonema),0.0004,0.9993,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,115,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,crop_offcenter_zoom,crop,Snake plant (Sanseviera),0.9101,Asparagus Fern (Asparagus setaceus),0.0883,0.8218,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|pachira-aquatica",true,high-conf,false,191,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,crop_offcenter_zoom,crop,Snake plant (Sanseviera),0.9013,Asparagus Fern (Asparagus setaceus),0.0787,0.8227,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|hedera-helix",true,high-conf,false,325,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,rotate_+15,rotate,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|begonia",true,high-conf,false,115,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,rotate_+15,rotate,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|begonia",true,high-conf,false,171,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,rotate_+15,rotate,Snake plant (Sanseviera),1.0000,Asparagus Fern (Asparagus setaceus),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|aglaonema",true,high-conf,false,524,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,rotate_-15,rotate,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,137,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,rotate_-15,rotate,Snake plant (Sanseviera),1.0000,Dumb Cane (Dieffenbachia spp.),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dieffenbachia|aglaonema",true,high-conf,false,163,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,rotate_-15,rotate,Snake plant (Sanseviera),0.9958,Asparagus Fern (Asparagus setaceus),0.0020,0.9937,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|hedera-helix",true,high-conf,false,472,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,rotate_+90,rotate,Snake plant (Sanseviera),0.6889,Chinese evergreen (Aglaonema),0.3010,0.3879,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|monstera-deliciosa",true,high-conf,false,96,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,rotate_+90,rotate,Snake plant (Sanseviera),0.6134,Chinese evergreen (Aglaonema),0.1806,0.4328,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|aspidistra-elatior",true,high-conf,false,195,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,rotate_+90,rotate,Snake plant (Sanseviera),0.6838,Orchid,0.1027,0.5811,dracaena-trifasciata,"dracaena-trifasciata|phalaenopsis|aglaonema",true,high-conf,false,323,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,rotate_-90,rotate,Snake plant (Sanseviera),0.9738,Chinese evergreen (Aglaonema),0.0262,0.9476,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|aspidistra-elatior",true,high-conf,false,108,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,rotate_-90,rotate,Snake plant (Sanseviera),0.8877,Cast Iron Plant (Aspidistra elatior),0.0960,0.7917,dracaena-trifasciata,"dracaena-trifasciata|aspidistra-elatior|aglaonema",true,high-conf,false,171,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,rotate_-90,rotate,Snake plant (Sanseviera),0.8433,Cast Iron Plant (Aspidistra elatior),0.0854,0.7579,dracaena-trifasciata,"dracaena-trifasciata|aspidistra-elatior|phalaenopsis",true,high-conf,false,359,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,bright_up,brightness,Snake plant (Sanseviera),1.0000,Dumb Cane (Dieffenbachia spp.),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dieffenbachia|aglaonema",true,high-conf,false,119,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,bright_up,brightness,Snake plant (Sanseviera),1.0000,Dumb Cane (Dieffenbachia spp.),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|dieffenbachia|aglaonema",true,high-conf,false,178,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,bright_up,brightness,Snake plant (Sanseviera),1.0000,Asparagus Fern (Asparagus setaceus),0.0000,0.9999,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|dieffenbachia",true,high-conf,false,361,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,bright_down,brightness,Snake plant (Sanseviera),0.9989,Calathea,0.0011,0.9977,dracaena-trifasciata,"dracaena-trifasciata|goeppertia-orbifolia|dieffenbachia",true,high-conf,false,130,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,bright_down,brightness,Snake plant (Sanseviera),0.9992,Calathea,0.0007,0.9986,dracaena-trifasciata,"dracaena-trifasciata|goeppertia-orbifolia|aspidistra-elatior",true,high-conf,false,184,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,bright_down,brightness,Snake plant (Sanseviera),0.9891,Asparagus Fern (Asparagus setaceus),0.0105,0.9786,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|goeppertia-orbifolia",true,high-conf,false,362,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,contrast_up,contrast,Snake plant (Sanseviera),0.9996,Chinese evergreen (Aglaonema),0.0003,0.9993,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,104,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,contrast_up,contrast,Snake plant (Sanseviera),0.9998,Chinese evergreen (Aglaonema),0.0002,0.9996,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,187,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,contrast_up,contrast,Snake plant (Sanseviera),0.9998,Chinese evergreen (Aglaonema),0.0001,0.9998,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,442,
dracaena-trifasciata__02,dracaena-trifasciata,tta6,contrast_down,contrast,Snake plant (Sanseviera),1.0000,Chinese evergreen (Aglaonema),0.0000,1.0000,dracaena-trifasciata,"dracaena-trifasciata|aglaonema|dieffenbachia",true,high-conf,false,134,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2,contrast_down,contrast,Snake plant (Sanseviera),1.0000,Dumb Cane (Dieffenbachia spp.),0.0000,0.9999,dracaena-trifasciata,"dracaena-trifasciata|dieffenbachia|aglaonema",true,high-conf,false,230,
dracaena-trifasciata__02,dracaena-trifasciata,grid2x2_3x3,contrast_down,contrast,Snake plant (Sanseviera),0.9991,Asparagus Fern (Asparagus setaceus),0.0008,0.9983,dracaena-trifasciata,"dracaena-trifasciata|asparagus-setaceus|crassula-ovata",true,high-conf,false,403,
dracaena__01,dracaena,tta6,clean,clean,Parlor Palm (Chamaedorea elegans),0.9456,Peace lily,0.0233,0.9223,chamaedorea-elegans,"chamaedorea-elegans|spathiphyllum-wallisii|tradescantia",true,high-conf,true,124,
dracaena__01,dracaena,grid2x2,clean,clean,Parlor Palm (Chamaedorea elegans),0.5708,Tradescantia,0.0954,0.4754,chamaedorea-elegans,"chamaedorea-elegans|tradescantia|zamioculcas-zamiifolia",true,high-conf,true,221,
dracaena__01,dracaena,grid2x2_3x3,clean,clean,Parlor Palm (Chamaedorea elegans),0.3567,Calathea,0.1947,0.1619,chamaedorea-elegans,"chamaedorea-elegans|goeppertia-orbifolia|asplenium-nidus",true,low-conf,false,350,
dracaena__01,dracaena,tta6,blur,blur,English Ivy (Hedera helix),0.4186,Elephant Ear (Alocasia spp.),0.2819,0.1367,hedera-helix,"hedera-helix|alocasia|zamioculcas-zamiifolia",true,low-conf,false,122,
dracaena__01,dracaena,grid2x2,blur,blur,English Ivy (Hedera helix),0.2731,Elephant Ear (Alocasia spp.),0.2514,0.0217,hedera-helix,"hedera-helix|alocasia|goeppertia-orbifolia",true,low-conf,false,182,
dracaena__01,dracaena,grid2x2_3x3,blur,blur,Calathea,0.4093,English Ivy (Hedera helix),0.2383,0.1710,goeppertia-orbifolia,"goeppertia-orbifolia|hedera-helix|alocasia",true,low-conf,false,597,
dracaena__01,dracaena,tta6,crop_center_zoom,crop,Parlor Palm (Chamaedorea elegans),0.6979,Birds Nest Fern (Asplenium nidus),0.1132,0.5847,chamaedorea-elegans,"chamaedorea-elegans|asplenium-nidus|zamioculcas-zamiifolia",true,high-conf,true,125,
dracaena__01,dracaena,grid2x2,crop_center_zoom,crop,Parlor Palm (Chamaedorea elegans),0.4215,ZZ Plant (Zamioculcas zamiifolia),0.1341,0.2874,chamaedorea-elegans,"chamaedorea-elegans|zamioculcas-zamiifolia|tradescantia",true,low-conf,false,200,
dracaena__01,dracaena,grid2x2_3x3,crop_center_zoom,crop,Parlor Palm (Chamaedorea elegans),0.2221,Tradescantia,0.2023,0.0198,chamaedorea-elegans,"chamaedorea-elegans|tradescantia|zamioculcas-zamiifolia",true,low-conf,false,392,
dracaena__01,dracaena,tta6,crop_offcenter_zoom,crop,Parlor Palm (Chamaedorea elegans),0.4363,Peace lily,0.1533,0.2830,chamaedorea-elegans,"chamaedorea-elegans|spathiphyllum-wallisii|tradescantia",true,low-conf,false,148,
dracaena__01,dracaena,grid2x2,crop_offcenter_zoom,crop,Parlor Palm (Chamaedorea elegans),0.2618,Calathea,0.1866,0.0752,chamaedorea-elegans,"chamaedorea-elegans|goeppertia-orbifolia|zamioculcas-zamiifolia",true,low-conf,false,272,
dracaena__01,dracaena,grid2x2_3x3,crop_offcenter_zoom,crop,Calathea,0.2487,Parlor Palm (Chamaedorea elegans),0.1425,0.1062,goeppertia-orbifolia,"goeppertia-orbifolia|chamaedorea-elegans|aloe-vera",true,low-conf,false,547,
dracaena__01,dracaena,tta6,rotate_+15,rotate,Parlor Palm (Chamaedorea elegans),0.5959,ZZ Plant (Zamioculcas zamiifolia),0.2661,0.3298,chamaedorea-elegans,"chamaedorea-elegans|zamioculcas-zamiifolia|aspidistra-elatior",true,high-conf,true,139,
dracaena__01,dracaena,grid2x2,rotate_+15,rotate,Parlor Palm (Chamaedorea elegans),0.3990,ZZ Plant (Zamioculcas zamiifolia),0.2541,0.1449,chamaedorea-elegans,"chamaedorea-elegans|zamioculcas-zamiifolia|aloe-vera",true,low-conf,false,752,
dracaena__01,dracaena,grid2x2_3x3,rotate_+15,rotate,Parlor Palm (Chamaedorea elegans),0.2538,Aloe Vera,0.1842,0.0696,chamaedorea-elegans,"chamaedorea-elegans|aloe-vera|zamioculcas-zamiifolia",true,low-conf,false,892,
dracaena__01,dracaena,tta6,rotate_-15,rotate,Pothos (Ivy arum),0.3991,Tradescantia,0.2459,0.1532,epipremnum-aureum,"epipremnum-aureum|tradescantia|chamaedorea-elegans",true,low-conf,false,237,
dracaena__01,dracaena,grid2x2,rotate_-15,rotate,Tradescantia,0.3225,Pothos (Ivy arum),0.2406,0.0819,tradescantia,"tradescantia|epipremnum-aureum|zamioculcas-zamiifolia",true,low-conf,false,1008,
dracaena__01,dracaena,grid2x2_3x3,rotate_-15,rotate,Tradescantia,0.1998,ZZ Plant (Zamioculcas zamiifolia),0.1689,0.0309,tradescantia,"tradescantia|zamioculcas-zamiifolia|chamaedorea-elegans",true,low-conf,false,1029,
dracaena__01,dracaena,tta6,rotate_+90,rotate,Aloe Vera,0.7505,Parlor Palm (Chamaedorea elegans),0.1024,0.6481,aloe-vera,"aloe-vera|chamaedorea-elegans|zamioculcas-zamiifolia",true,high-conf,true,264,
dracaena__01,dracaena,grid2x2,rotate_+90,rotate,Aloe Vera,0.5685,ZZ Plant (Zamioculcas zamiifolia),0.1343,0.4343,aloe-vera,"aloe-vera|zamioculcas-zamiifolia|alocasia",true,high-conf,true,445,
dracaena__01,dracaena,grid2x2_3x3,rotate_+90,rotate,Aloe Vera,0.4388,Elephant Ear (Alocasia spp.),0.1849,0.2539,aloe-vera,"aloe-vera|alocasia|zamioculcas-zamiifolia",true,low-conf,false,733,
